No,データパターン,データタイプ,得意先正式名称,ふりがな,呼称,締日,締日From,締日To,納品書印刷,入金種別,得意先区分,請求日,売上計上日,報告書No,報告書枝From,報告書枝To,担当者,研究所,部門,摘要,品名,税区分,単位,数量,単価,税抜金額,消費税,税込額,メモ
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130319,20130319,,,,松本盛太郎,大阪研究所,繊維,商品試験,テープ　　　混用率試験,課税(5%),,,,6000,300,6300,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120404,20120404,,,,堀古ひろみ,大阪研究所,繊維,商品試験,編地　シャルレ向け染色堅牢度試験,課税(5%),,,,8400,420,8820,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121016,20121016,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度試験,課税(5%),,,,8400,420,8820,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121018,20121018,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　シャルレ向け染色堅牢度試験,課税(5%),,,,8400,420,8820,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130205,20130205,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度試験,課税(5%),,,,8400,420,8820,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120921,20120921,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　シャルレ向け染色堅牢度試験,課税(5%),,,,9500,475,9975,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120406,20120406,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　シャルレ向け染色堅牢度試験,課税(5%),,,,10500,525,11025,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120528,20120528,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　シャルレ向け染色堅牢度試験,課税(5%),,,,10500,525,11025,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121119,20121119,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度・寸法変化,課税(5%),,,,10500,525,11025,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130212,20130212,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け寸法変化率試験,課税(5%),,,,10500,525,11025,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130306,20130306,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　　寸法変化率試験,課税(5%),,,,10500,525,11025,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120606,20120606,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　　シャルレ向け物性試験,課税(5%),,,,10800,540,11340,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130307,20130307,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,11600,580,12180,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130314,20130314,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度試験,課税(5%),,,,11600,580,12180,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120405,20120405,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け洗濯堅牢度、物性,課税(5%),,,,12100,605,12705,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120719,20120719,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け　・物性試験,課税(5%),,,,13800,690,14490,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120425,20120425,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　　シャルレ様向け物性試験,課税(5%),,,,15000,750,15750,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130305,20130305,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向染色堅牢度･寸法変化率,課税(5%),,,,15800,790,16590,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121030,20121030,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　　染色堅牢度、物性試験,課税(5%),,,,16900,845,17745,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120316,20120316,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120323,20120323,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120621,20120621,,,,堀古ひろみ,大阪研究所,繊維,商品試験,ゴム　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120827,20120827,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120903,20120903,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121114,20121114,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向染色堅牢度、物性他試験,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121226,20121226,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130208,20130208,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130403,20130403,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　染色堅牢度、物性他試験,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130530,20130530,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130613,20130613,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,19200,960,20160,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120329,20120329,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　　　染色堅牢度、物性他試験,課税(5%),,,,19900,995,20895,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120328,20120328,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　色堅牢度、物性他試験,課税(5%),,,,21300,1065,22365,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120322,20120322,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け物性、ホルマリン,課税(5%),,,,27600,1380,28980,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120920,20120920,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　物性試験一式・ホルマリン,課税(5%),,,,27600,1380,28980,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130124,20130124,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,28100,1405,29505,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120426,20120426,,,,羽倉恵子,大阪研究所,繊維,商品試験,編地　シャルレ様向け物性試験,課税(5%),,,,29000,1450,30450,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120329,20120329,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　　　染色堅牢度、物性試験,課税(5%),,,,29100,1455,30555,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121211,20121211,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,30000,1500,31500,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121225,20121225,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度試験,課税(5%),,,,30300,1515,31815,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120307,20120307,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ様向染色堅牢度、物性試験,課税(5%),,,,37800,1890,39690,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120416,20120416,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,37800,1890,39690,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130605,20130605,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　　染色堅牢度、物性他試験,課税(5%),,,,37800,1890,39690,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120418,20120418,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　染色堅牢度、物性他試験,課税(5%),,,,40200,2010,42210,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120827,20120827,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,42600,2130,44730,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120424,20120424,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープシャルレ様向け染色堅牢度、物性試験,課税(5%),,,,49800,2490,52290,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20121225,20121225,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,51500,2575,54075,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120827,20120827,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度試験,課税(5%),,,,56300,2815,59115,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130409,20130409,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,59800,2990,62790,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130402,20130402,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　・染色堅牢度、物性試験,課税(5%),,,,67200,3360,70560,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130412,20130412,,,,堀古ひろみ,大阪研究所,繊維,商品試験,編地　・シャルレ向け染色堅牢度、物性,課税(5%),,,,67400,3370,70770,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120405,20120405,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,72800,3640,76440,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20120316,20120316,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,77400,3870,81270,
,,,アゴック株式会社,,アゴック株式会社,,,,,その他,一般外部,20130328,20130328,,,,堀古ひろみ,大阪研究所,繊維,商品試験,テープ　シャルレ向け染色堅牢度、物性,課税(5%),,,,148400,7420,155820,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130204,20130204,,,,永田敬介,大阪研究所,雑貨,商品試験,不織布　・染色堅牢度（耐光､摩擦､水）,課税(5%),,,,5900,295,6195,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130125,20130125,,,,永田敬介,大阪研究所,雑貨,商品試験,手提げ袋　・耐荷重試験（静止荷重）,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130129,20130129,,,,永田敬介,大阪研究所,雑貨,商品試験,手提げ袋　・耐荷重試験（静止荷重）,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130130,20130130,,,,永田敬介,大阪研究所,雑貨,商品試験,手提げ袋　・耐荷重試験（静止荷重）,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130206,20130206,,,,永田敬介,大阪研究所,雑貨,商品試験,手提げ袋　　　　耐荷重試験,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130327,20130327,,,,永田敬介,大阪研究所,雑貨,商品試験,リカーキャリア　　耐荷重試験,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130412,20130412,,,,白井小帆里,大阪研究所,雑貨,商品試験,１２缶用パッケージ　耐荷重試験,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130415,20130415,,,,永田敬介,大阪研究所,雑貨,商品試験,手提げ袋　・耐荷重試験（静止荷重）,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130513,20130513,,,,永田敬介,大阪研究所,雑貨,商品試験,手提げ袋　耐荷重試験,課税(5%),,,,6000,300,6300,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130304,20130304,,,,永田敬介,大阪研究所,雑貨,商品試験,・染色堅牢度試験（耐光、摩擦、水）,課税(5%),,,,8800,440,9240,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20121129,20121129,,,,永田敬介,大阪研究所,雑貨,商品試験,紙製持ち手つき化粧箱　２種,課税(5%),,,,9000,450,9450,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130409,20130409,,,,横田研太郎,大阪研究所,雑貨,商品試験,１２缶用パッケージ、手提げ袋　各１,課税(5%),,,,12000,600,12600,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20121122,20121122,,,,白井小帆里,大阪研究所,雑貨,商品試験,ＰＰ製ワイン用バッグ　・耐荷重試験,課税(5%),,,,13000,650,13650,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130327,20130327,,,,永田敬介,大阪研究所,雑貨,商品試験,ワインＰＰケース　　耐荷重試験,課税(5%),,,,13000,650,13650,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130617,20130617,,,,永田敬介,大阪研究所,雑貨,商品試験,陳列台(紙製)　　　耐荷重試験、安定性,課税(5%),,,,15000,750,15750,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20121129,20121129,,,,永田敬介,大阪研究所,雑貨,商品試験,蓋付きプラスチック製容器　・耐冷温度,課税(5%),,,,25000,1250,26250,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20121211,20121211,,,,永田敬介,大阪研究所,雑貨,商品試験,蓋付きプラスチック製容器　・耐冷温度,課税(5%),,,,25000,1250,26250,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20130429,20130429,,,,白井小帆里,大阪研究所,雑貨,苦情原因究明試験,サランラップ　・剥離試験,課税(5%),,,,33000,1650,34650,
,,,アサヒロジ株式会社,,アサヒロジ株式会社,,,,,その他,一般外部,20121117,20121117,,,,満生知美,大阪研究所,雑貨,商品試験,タオル　　　　染色堅牢度試験,課税(5%),,,,54000,2700,56700,
